ws_100_t-1_dwd_1,ws_100_t-1_dwd_max,ws_100_t-1_dwd_min,ws_100_t-1_dwd_q75,ws_100_t-1_dwd_q25,ws_100_t_dwd_1,ws_100_t_dwd_max,ws_100_t_dwd_min,ws_100_t_dwd_q75,ws_100_t_dwd_q25,ws_100_t+1_dwd_1,ws_100_t+1_dwd_max,ws_100_t+1_dwd_min,ws_100_t+1_dwd_q75,ws_100_t+1_dwd_q25,rad_t-1_dwd,rad_t-1_dwd_max,rad_t-1_dwd_min,rad_t-1_dwd_q75,rad_t-1_dwd_q25,rad_t_dwd,rad_t_dwd_max,rad_t_dwd_min,rad_t_dwd_q75,rad_t_dwd_q25,rad_t+1_dwd,rad_t+1_dwd_max,rad_t+1_dwd_min,rad_t+1_dwd_q75,rad_t+1_dwd_q25,ref_datetime,valid_datetime,hours
2.40473510324955,4.200419187545776,1.8576883673667908,2.5243474543094635,2.0389410704374313,2.3011636634667716,3.692328929901123,1.8503479957580566,2.362118184566498,2.078226387500763,2.046981124414338,3.3311365842819214,1.5504549741744995,2.1895340383052826,1.7871771901845932,0.007750000000000001,0.055,-0.060000000000000005,0.04,-0.01,0.0175,0.06,-0.05,0.05,-0.0,0.0010000000000000009,0.055,-0.07,0.026250000000000002,-0.01125,2024-03-03 00:00:00+00:00,2024-03-03 23:00:00+00:00,23
2.3011636634667716,3.692328929901123,1.8503479957580566,2.362118184566498,2.078226387500763,2.046981124414338,3.3311365842819214,1.5504549741744995,2.1895340383052826,1.7871771901845932,1.7927985853619046,2.9699442386627197,1.2505619525909424,2.0169498920440674,1.4961279928684235,0.0175,0.06,-0.05,0.05,-0.0,0.0010000000000000009,0.055,-0.07,0.026250000000000002,-0.01125,-0.0155,0.05,-0.09,0.0025,-0.0225,2024-03-03 00:00:00+00:00,2024-03-03 23:30:00+00:00,23
2.046981124414338,3.3311365842819214,1.5504549741744995,2.1895340383052826,1.7871771901845932,1.7927985853619046,2.9699442386627197,1.2505619525909424,2.0169498920440674,1.4961279928684235,2.1868509501218796,3.2861523628234863,1.3588935136795044,2.6124077141284943,1.6581259667873383,0.0010000000000000009,0.055,-0.07,0.026250000000000002,-0.01125,-0.0155,0.05,-0.09,0.0025,-0.0225,-0.01075,0.065,-0.08499999999999999,0.011250000000000001,-0.03125,2024-03-03 00:00:00+00:00,2024-03-04 00:00:00+00:00,0
1.7927985853619046,2.9699442386627197,1.2505619525909424,2.0169498920440674,1.4961279928684235,2.1868509501218796,3.2861523628234863,1.3588935136795044,2.6124077141284943,1.6581259667873383,2.5809033148818545,3.602360486984253,1.4672250747680664,3.207865536212921,1.820123940706253,-0.0155,0.05,-0.09,0.0025,-0.0225,-0.01075,0.065,-0.08499999999999999,0.011250000000000001,-0.03125,-0.006,0.08,-0.08,0.02,-0.04,2024-03-03 00:00:00+00:00,2024-03-04 00:30:00+00:00,0
2.1868509501218796,3.2861523628234863,1.3588935136795044,2.6124077141284943,1.6581259667873383,2.5809033148818545,3.602360486984253,1.4672250747680664,3.207865536212921,1.820123940706253,2.7018285675181284,3.433508276939392,1.9847279787063599,3.0832294523715973,2.2610965222120285,-0.01075,0.065,-0.08499999999999999,0.011250000000000001,-0.03125,-0.006,0.08,-0.08,0.02,-0.04,-0.00725,0.08499999999999999,-0.07500000000000001,0.0175,-0.036250000000000004,2024-03-03 00:00:00+00:00,2024-03-04 01:00:00+00:00,1
2.5809033148818545,3.602360486984253,1.4672250747680664,3.207865536212921,1.820123940706253,2.7018285675181284,3.433508276939392,1.9847279787063599,3.0832294523715973,2.2610965222120285,2.822753820154402,3.2646560668945312,2.5022308826446533,2.9585933685302734,2.702069103717804,-0.006,0.08,-0.08,0.02,-0.04,-0.00725,0.08499999999999999,-0.07500000000000001,0.0175,-0.036250000000000004,-0.0085,0.09,-0.07,0.015,-0.0325,2024-03-03 00:00:00+00:00,2024-03-04 01:30:00+00:00,1
2.7018285675181284,3.433508276939392,1.9847279787063599,3.0832294523715973,2.2610965222120285,2.822753820154402,3.2646560668945312,2.5022308826446533,2.9585933685302734,2.702069103717804,2.8531321386496225,3.483616828918457,2.202748417854309,3.054475784301758,2.6668398678302765,-0.00725,0.08499999999999999,-0.07500000000000001,0.0175,-0.036250000000000004,-0.0085,0.09,-0.07,0.015,-0.0325,-0.0002500000000000002,0.095,-0.07500000000000001,0.02375,-0.026250000000000002,2024-03-03 00:00:00+00:00,2024-03-04 02:00:00+00:00,2
2.822753820154402,3.2646560668945312,2.5022308826446533,2.9585933685302734,2.702069103717804,2.8531321386496225,3.483616828918457,2.202748417854309,3.054475784301758,2.6668398678302765,2.883510457144843,3.702577590942383,1.9032659530639648,3.150358200073242,2.631610631942749,-0.0085,0.09,-0.07,0.015,-0.0325,-0.0002500000000000002,0.095,-0.07500000000000001,0.02375,-0.026250000000000002,0.008000000000000002,0.1,-0.08,0.0325,-0.02,2024-03-03 00:00:00+00:00,2024-03-04 02:30:00+00:00,2
2.8531321386496225,3.483616828918457,2.202748417854309,3.054475784301758,2.6668398678302765,2.883510457144843,3.702577590942383,1.9032659530639648,3.150358200073242,2.631610631942749,1.9078711743156114,2.685940742492676,1.2146947085857391,2.132372036576271,1.6897384077310562,-0.0002500000000000002,0.095,-0.07500000000000001,0.02375,-0.026250000000000002,0.008000000000000002,0.1,-0.08,0.0325,-0.02,0.009750000000000002,0.095,-0.08,0.036250000000000004,-0.01625,2024-03-03 00:00:00+00:00,2024-03-04 03:00:00+00:00,3
2.883510457144843,3.702577590942383,1.9032659530639648,3.150358200073242,2.631610631942749,1.9078711743156114,2.685940742492676,1.2146947085857391,2.132372036576271,1.6897384077310562,0.9322318914863799,1.6693038940429688,0.5261234641075134,1.1143858730793,0.7478661835193634,0.008000000000000002,0.1,-0.08,0.0325,-0.02,0.009750000000000002,0.095,-0.08,0.036250000000000004,-0.01625,0.0115,0.09,-0.08,0.04,-0.0125,2024-03-03 00:00:00+00:00,2024-03-04 03:30:00+00:00,3
