ws_100_t-1_dwd_1,ws_100_t-1_dwd_max,ws_100_t-1_dwd_min,ws_100_t-1_dwd_q75,ws_100_t-1_dwd_q25,ws_100_t_dwd_1,ws_100_t_dwd_max,ws_100_t_dwd_min,ws_100_t_dwd_q75,ws_100_t_dwd_q25,ws_100_t+1_dwd_1,ws_100_t+1_dwd_max,ws_100_t+1_dwd_min,ws_100_t+1_dwd_q75,ws_100_t+1_dwd_q25,rad_t-1_dwd,rad_t-1_dwd_max,rad_t-1_dwd_min,rad_t-1_dwd_q75,rad_t-1_dwd_q25,rad_t_dwd,rad_t_dwd_max,rad_t_dwd_min,rad_t_dwd_q75,rad_t_dwd_q25,rad_t+1_dwd,rad_t+1_dwd_max,rad_t+1_dwd_min,rad_t+1_dwd_q75,rad_t+1_dwd_q25,ref_datetime,valid_datetime,hours
14.0236783557468,14.7116060256958,12.959137439727783,14.37497329711914,13.717392444610596,13.392315361234877,14.377394676208496,11.922408103942871,13.922292709350586,12.909256935119629,11.87946331501007,12.989161491394043,10.649555206298828,12.372406125068665,11.375309944152832,0.0012500000000000002,0.060000000000000005,-0.07500000000000001,0.0325,-0.018750000000000003,0.002,0.05,-0.07,0.0225,-0.0125,-0.0042499999999999994,0.07,-0.07,0.006249999999999999,-0.0175,2024-02-21 00:00:00+00:00,2024-02-21 23:00:00+00:00,23
13.392315361234877,14.377394676208496,11.922408103942871,13.922292709350586,12.909256935119629,11.87946331501007,12.989161491394043,10.649555206298828,12.372406125068665,11.375309944152832,10.366611268785265,11.60092830657959,9.376702308654785,10.822519540786743,9.841362953186035,0.002,0.05,-0.07,0.0225,-0.0125,-0.0042499999999999994,0.07,-0.07,0.006249999999999999,-0.0175,-0.010499999999999999,0.09,-0.07,-0.01,-0.0225,2024-02-21 00:00:00+00:00,2024-02-21 23:30:00+00:00,23
11.87946331501007,12.989161491394043,10.649555206298828,12.372406125068665,11.375309944152832,10.366611268785265,11.60092830657959,9.376702308654785,10.822519540786743,9.841362953186035,9.508263720406426,10.261513233184814,8.859787940979004,9.797294855117798,9.178429007530212,-0.0042499999999999994,0.07,-0.07,0.006249999999999999,-0.0175,-0.010499999999999999,0.09,-0.07,-0.01,-0.0225,-0.0010000000000000009,0.075,-0.060000000000000005,0.00625,-0.01625,2024-02-21 00:00:00+00:00,2024-02-22 00:00:00+00:00,0
10.366611268785265,11.60092830657959,9.376702308654785,10.822519540786743,9.841362953186035,9.508263720406426,10.261513233184814,8.859787940979004,9.797294855117798,9.178429007530212,8.649916172027588,8.922098159790039,8.342873573303223,8.772070169448853,8.51549506187439,-0.010499999999999999,0.09,-0.07,-0.01,-0.0225,-0.0010000000000000009,0.075,-0.060000000000000005,0.00625,-0.01625,0.008499999999999999,0.06,-0.05,0.0225,-0.01,2024-02-21 00:00:00+00:00,2024-02-22 00:30:00+00:00,0
9.508263720406426,10.261513233184814,8.859787940979004,9.797294855117798,9.178429007530212,8.649916172027588,8.922098159790039,8.342873573303223,8.772070169448853,8.51549506187439,8.73637080192566,9.053555011749268,8.480228424072266,8.833930253982544,8.621710658073425,-0.0010000000000000009,0.075,-0.060000000000000005,0.00625,-0.01625,0.008499999999999999,0.06,-0.05,0.0225,-0.01,0.005749999999999999,0.06,-0.07,0.0275,-0.01125,2024-02-21 00:00:00+00:00,2024-02-22 01:00:00+00:00,1
8.649916172027588,8.922098159790039,8.342873573303223,8.772070169448853,8.51549506187439,8.73637080192566,9.053555011749268,8.480228424072266,8.833930253982544,8.621710658073425,8.82282543182373,9.185011863708496,8.617583274841309,8.895790338516235,8.727926254272461,0.008499999999999999,0.06,-0.05,0.0225,-0.01,0.005749999999999999,0.06,-0.07,0.0275,-0.01125,0.002999999999999999,0.06,-0.09,0.0325,-0.0125,2024-02-21 00:00:00+00:00,2024-02-22 01:30:00+00:00,1
8.73637080192566,9.053555011749268,8.480228424072266,8.833930253982544,8.621710658073425,8.82282543182373,9.185011863708496,8.617583274841309,8.895790338516235,8.727926254272461,9.545222388373482,10.15663766860962,8.586994647979736,9.820401787757874,9.2946035861969,0.005749999999999999,0.06,-0.07,0.0275,-0.01125,0.002999999999999999,0.06,-0.09,0.0325,-0.0125,-0.006500000000000002,0.05,-0.095,0.02125,-0.02375,2024-02-21 00:00:00+00:00,2024-02-22 02:00:00+00:00,2
8.82282543182373,9.185011863708496,8.617583274841309,8.895790338516235,8.727926254272461,9.545222388373482,10.15663766860962,8.586994647979736,9.820401787757874,9.2946035861969,10.267619344923231,11.128263473510742,8.556406021118164,10.745013236999512,9.861280918121338,0.002999999999999999,0.06,-0.09,0.0325,-0.0125,-0.006500000000000002,0.05,-0.095,0.02125,-0.02375,-0.016000000000000004,0.04,-0.1,0.01,-0.035,2024-02-21 00:00:00+00:00,2024-02-22 02:30:00+00:00,2
9.545222388373482,10.15663766860962,8.586994647979736,9.820401787757874,9.2946035861969,10.267619344923231,11.128263473510742,8.556406021118164,10.745013236999512,9.861280918121338,10.834598316086662,11.381938934326172,9.883728981018066,11.106258869171143,10.583841681480408,-0.006500000000000002,0.05,-0.095,0.02125,-0.02375,-0.016000000000000004,0.04,-0.1,0.01,-0.035,0.0007499999999999972,0.07500000000000001,-0.085,0.025,-0.020000000000000004,2024-02-21 00:00:00+00:00,2024-02-22 03:00:00+00:00,3
10.267619344923231,11.128263473510742,8.556406021118164,10.745013236999512,9.861280918121338,10.834598316086662,11.381938934326172,9.883728981018066,11.106258869171143,10.583841681480408,11.401577287250095,11.635614395141602,11.211051940917969,11.467504501342773,11.306402444839478,-0.016000000000000004,0.04,-0.1,0.01,-0.035,0.0007499999999999972,0.07500000000000001,-0.085,0.025,-0.020000000000000004,0.0175,0.11,-0.07,0.04,-0.005,2024-02-21 00:00:00+00:00,2024-02-22 03:30:00+00:00,3
